ClientX,ClientY,Instantaneous_Velocity,acceleration,altitudeAngle,azimuthAngle,TiltX,TiltY,Pressure,TimeSec,timestamp,StrokeDuration
96.21354675293,97.79753112793,0.46091980471383,0,1.0489111347937,0.68531528258466,24,20,0.078632481396198,3,1710452450564,13316
95.03125,98.861328125,0.34561201470784,-0.010987108964215,1.0581478007437,0.65829246505344,24,19,0.10134311020374,13,1710452450574,8806
93.908203125,100.220703125,0.28397171841204,-0.0039467440913365,1.0581478007437,0.65829246505344,24,19,0.11208792030811,28,1710452450589,0
93.25846862793,101.22526550293,0.21872517610071,-0.0036553010278549,1.0581478007437,0.65829246505344,24,19,0.1218559294939,47,1710452450608,0
92.903648376465,102.22982025146,0.19747279349089,-0.0024490129831303,1.0581478007437,0.65829246505344,24,19,0.14652015268803,62,1710452450623,0
92.84440612793,102.525390625,0.16169768297252,-0.0023345362835898,1.0581478007437,0.65829246505344,24,19,0.18412698805332,79,1710452450640,0
93.790367126465,102.22982025146,0.11766667456948,-0.0018038254826428,1.0581478007437,0.65829246505344,24,19,0.22100123763084,95,1710452450656,0
96.21354675293,100.87044525146,0.059165321733568,-0.0011393007668596,1.0581478007437,0.65829246505344,24,19,0.22954824566841,114,1710452450675,0
99.522789001465,98.565757751465,0.044076054375297,0.00021989268993073,1.0581478007437,0.65829246505344,24,19,0.25250306725502,129,1710452450690,0
104.54622650146,94.960289001465,0.11111303465508,0.0008858242575926,1.0581478007437,0.65829246505344,24,19,0.26617828011513,146,1710452450707,0
108.56510925293,91.946617126465,0.15925243759453,0.0017758307409533,1.036622145874,0.66275988409519,25,20,0.27228328585625,163,1710452450724,0
111.52018737793,88.991539001465,0.19076786820789,0.0017092276448035,1.036622145874,0.66275988409519,25,20,0.28229549527168,178,1710452450739,0
114.7109375,85.91862487793,0.21744236168568,0.0020797792782583,1.036622145874,0.66275988409519,25,20,0.29279610514641,196,1710452450757,0
118.552734375,83.140625,0.24341900540676,0.0019056769027696,1.0113551612487,0.62028000515046,27,20,0.30573871731758,214,1710452450775,0
122.15755462646,80.71745300293,0.26657318590407,0.00226833514028,1.0113551612487,0.62028000515046,27,20,0.31599512696266,228,1710452450789,0
125.94010925293,78.235679626465,0.28384788173838,0.002060740780468,1.0113551612487,0.62028000515046,27,20,0.32551893591881,246,1710452450807,0
130.25456237793,75.103515625,0.30718200121978,0.0020509166562551,1.027453923343,0.68872751924102,25,21,0.33382174372673,262,1710452450823,0
133.91862487793,72.26628112793,0.32046932770916,0.0018907511601028,1.027453923343,0.68872751924102,25,21,0.33577534556389,280,1710452450841,0
136.578125,69.84375,0.32834326073686,0.0014754593238844,1.027453923343,0.68872751924102,25,21,0.34017094969749,295,1710452450856,0
139.41471862793,67.125,0.33536040918705,0.0013667719894766,1.027453923343,0.68872751924102,25,21,0.33992674946785,312,1710452450873,0
141.30599975586,65.529296875,0.33302852904761,0.0010565614165387,1.027453923343,0.68872751924102,25,21,0.34163615107536,329,1710452450890,0
141.95573425293,65.29296875,0.32051323423999,0.00088924243993741,1.027453923343,0.68872751924102,25,21,0.33650794625282,346,1710452450907,0
142.546875,65.29296875,0.30815746066791,0.00063721151940599,1.027453923343,0.68872751924102,25,21,0.32503053545952,363,1710452450924,0
143.197265625,65.41081237793,0.29760314132577,0.00053343262368147,1.027453923343,0.68872751924102,25,21,0.32185593247414,379,1710452450940,0
143.55143737793,65.765625,0.28600840260772,0.00034472467630159,1.027453923343,0.68872751924102,25,21,0.31990233063698,395,1710452450956,0
143.90625,66.120445251465,0.27400653005342,0.0002607117782398,1.0393506170557,0.71151865432742,24,21,0.3211233317852,413,1710452450974,0
144.26107788086,66.416015625,0.26317794235324,9.1070043849312E-5,1.0294800764293,0.73692016578035,24,22,0.32503053545952,431,1710452450992,0
144.73373413086,66.474609375,0.25595745410396,5.4099123445194E-5,1.0294800764293,0.73692016578035,24,22,0.33089134097099,446,1710452451007,0
145.38346862793,66.474609375,0.24945678081128,-7.2961278277206E-5,1.0088612906906,0.78539816339745,24,24,0.33235654234886,462,1710452451023,0
146.03385925293,66.474609375,0.24340254089491,-9.2383470642404E-5,1.0088612906906,0.78539816339745,24,24,0.33382174372673,478,1710452451039,0
146.625,66.53385925293,0.2364610715063,-0.00018896001076441,1.0088612906906,0.78539816339745,24,24,0.33504274487495,496,1710452451057,0
147.15690612793,66.77018737793,0.23035402820629,-0.0002002346223355,1.0088612906906,0.78539816339745,24,24,0.33431014418602,512,1710452451073,0
147.806640625,67.24284362793,0.22455537065841,-0.00030791916707368,0.98780052818437,0.78539816339745,25,25,0.33382174372673,528,1710452451089,0
148.81120300293,68.248046875,0.21848973073462,-0.00030745199417053,0.98780052818437,0.78539816339745,25,25,0.33113554120064,546,1710452451107,0
150.76171875,71.143882751465,0.21399036790872,-0.00035708338096235,0.98780052818437,0.78539816339745,25,25,0.34017094969749,561,1710452451122,0
152.77084350586,73.62565612793,0.20970977968511,-0.00033527855071546,0.98780052818437,0.78539816339745,25,25,0.33772894740105,580,1710452451141,0
155.19401550293,76.639976501465,0.20284492168993,-0.00033210305214962,1.0088612906906,0.78539816339745,24,24,0.33943834900856,611,1710452451172,0
157.853515625,80.71745300293,0.20150757927949,-0.00029433316810081,1.0088612906906,0.78539816339745,24,24,0.33797314763069,628,1710452451189,0
164.05924987793,91.237632751465,0.20960514583731,-0.00019822696229373,1.0088612906906,0.78539816339745,24,24,0.32869353890419,644,1710452451205,0
170.08724975586,97.38346862793,0.22189146730376,-0.0001329414251919,1.0301577068327,0.78539816339745,23,23,0.32967033982277,660,1710452451221,0
177.060546875,101.166015625,0.23646021114383,-6.563160626104E-5,1.0301577068327,0.78539816339745,23,23,0.32503053545952,679,1710452451240,0
186.04362487793,102.82096862793,0.25745048063147,-2.0021032733024E-5,1.0509914452502,0.73520056983492,23,21,0.32722833752632,694,1710452451255,0
196.267578125,103.234375,0.27967992708747,5.8313931460677E-5,1.0509914452502,0.73520056983492,23,21,0.3304029405117,712,1710452451273,0
205.25065612793,103.11653900146,0.29815837737252,9.0020019377695E-5,1.0509914452502,0.73520056983492,23,21,0.32576313614845,728,1710452451289,0
211.86979675293,102.64323425293,0.30945899426333,0.00014139777660746,1.0509914452502,0.73520056983492,23,21,0.32527473568916,744,1710452451305,0
216.06576538086,102.111328125,0.31309526202711,0.000136466947995,1.0609522651979,0.70880914624149,23,20,0.32625153660774,762,1710452451323,0
218.607421875,101.22526550293,0.31351162348116,0.00015689585592655,1.0842299018441,0.75880255138404,21,20,0.33089134097099,777,1710452451338,0
220.55729675293,100.04296875,0.31007245554147,0.0001340486675392,1.0842299018441,0.75880255138404,21,20,0.33675214648247,798,1710452451359,0
221.798828125,98.2109375,0.30810662479504,0.0001494931736675,1.0842299018441,0.75880255138404,21,20,0.33870574831963,811,1710452451372,0
223.03971862793,96.67448425293,0.30515006794701,0.00013160259651744,1.0842299018441,0.75880255138404,21,20,0.3445665538311,827,1710452451388,0
224.22201538086,94.783203125,0.30115609445085,0.00014170551142351,1.0842299018441,0.75880255138404,21,20,0.34627595543861,846,1710452451407,0
225.16732788086,93.423828125,0.29818986649265,0.00012624387199652,1.0842299018441,0.75880255138404,21,20,0.34383395314217,861,1710452451422,0
225.63998413086,92.53776550293,0.29323013656561,0.00013467356370345,1.0842299018441,0.75880255138404,21,20,0.34627595543861,879,1710452451440,0
225.99479675293,91.591796875,0.28854780523447,0.0001168123371836,1.0842299018441,0.75880255138404,21,20,0.3445665538311,896,1710452451457,0
226.349609375,90.587242126465,0.28313099616352,0.00011592162663966,1.0734469821891,0.78539816339745,21,21,0.34505495429039,916,1710452451477,0
226.822265625,90.05534362793,0.28024877638989,0.00010516696516107,1.0734469821891,0.78539816339745,21,21,0.34261295199394,929,1710452451490,0
227.294921875,89.58268737793,0.27685473740096,0.00010984198193259,1.0734469821891,0.78539816339745,21,21,0.34652015566826,944,1710452451505,0
227.82682800293,88.991539001465,0.27313970311556,9.6857629648206E-5,1.0734469821891,0.78539816339745,21,21,0.34554335474968,961,1710452451522,0
228.4765625,88.341796875,0.26980734591386,9.9970626846182E-5,1.0734469821891,0.78539816339745,21,21,0.3467643558979,978,1710452451539,0
229.42253112793,87.10026550293,0.26727914098351,8.9352227284024E-5,1.0734469821891,0.78539816339745,21,21,0.34627595543861,995,1710452451556,0
230.42709350586,85.38671875,0.26479274063633,9.459764123131E-5,1.0734469821891,0.78539816339745,21,21,0.34822955727577,1013,1710452451574,0
231.78646850586,83.081382751465,0.26349115087938,8.5884596643554E-5,1.0734469821891,0.78539816339745,21,21,0.34652015566826,1029,1710452451590,0
234.03190612793,80.24479675293,0.26460733206485,9.5242852712281E-5,1.0734469821891,0.78539816339745,21,21,0.34700855612755,1045,1710452451606,0
236.75065612793,77.23112487793,0.26671124252248,9.3256392970653E-5,1.0734469821891,0.78539816339745,21,21,0.34774115681648,1060,1710452451621,0
240.060546875,73.80339050293,0.26905414720737,0.0001030122362619,1.0509914452502,0.73520056983492,23,21,0.34529915452003,1079,1710452451640,0
243.07421875,70.67057800293,0.27153094000373,0.00010201179214377,1.0509914452502,0.73520056983492,23,21,0.33846154808998,1095,1710452451656,0
246.14779663086,67.716148376465,0.27356443516985,0.00011217821208967,1.0509914452502,0.73520056983492,23,21,0.33699634671211,1112,1710452451673,0
249.98893737793,64.052085876465,0.27694213848345,0.0001122999904708,1.0734469821891,0.78539816339745,21,21,0.33699634671211,1132,1710452451693,0
253.88932800293,60.446617126465,0.27652550466146,0.00010984654652915,1.0509914452502,0.83559575695998,21,23,0.34114775061607,1167,1710452451728,0
257.908203125,57.137371063232,0.28310454803537,0.00011861948446854,1.0509914452502,0.83559575695998,21,23,0.34114775061607,1173,1710452451734,0
261.86785888672,54.30078125,0.28741581267293,0.00013087534435012,1.0509914452502,0.83559575695998,21,23,0.34212455153465,1187,1710452451748,0
268.72332763672,50.813804626465,0.29414442465319,0.00013613112024604,1.0509914452502,0.83559575695998,21,23,0.33992674946785,1211,1710452451772,0
270.61459350586,50.104167938232,0.29310946246408,0.00014680965891821,1.0294800764293,0.83387616101455,22,24,0.33455434441566,1229,1710452451790,0
271.50067138672,50.104167938232,0.29094965159363,0.00013993223921367,1.0294800764293,0.83387616101455,22,24,0.32967033982277,1244,1710452451805,0
271.73764038086,50.104167938232,0.28670786379378,0.00013396511621545,1.0294800764293,0.83387616101455,22,24,0.31819292902946,1264,1710452451825,0
271.67840576172,50.399742126465,0.28335679422334,0.00012592601262646,1.0294800764293,0.83387616101455,22,24,0.32039073109627,1278,1710452451839,0
