ClientX,ClientY,Instantaneous_Velocity,acceleration,altitudeAngle,azimuthAngle,TiltX,TiltY,Pressure,TimeSec,timestamp,StrokeDuration
96.154296875,96.615234375,0.029460906982422,0,0.8273283450554,5.5359708309502,34,-32,0.10500611364841,8,1710452297838,11641
95.740234375,96.615234375,0.046252706776495,0.0011194533196048,0.8273283450554,5.5359708309502,34,-32,0.14407815039158,23,1710452297853,0
95.208335876465,96.615234375,0.054554083408454,0.00051883603949744,0.8273283450554,5.5359708309502,34,-32,0.17435897886753,39,1710452297869,0
94.91276550293,96.615234375,0.049431818181818,9.9347231416363E-5,0.8273283450554,5.5359708309502,34,-32,0.20537242293358,55,1710452297885,0
94.735679626465,96.615234375,0.040972290039062,-0.00037727203803864,0.8273283450554,5.5359708309502,34,-32,0.24786326289177,75,1710452297905,0
94.735679626465,96.67448425293,0.034168952573517,-0.00039859421122035,0.8273283450554,5.5359708309502,34,-32,0.27521368861198,89,1710452297919,0
95.208335876465,96.319664001465,0.011622130618384,-0.00022757490030282,0.8273283450554,5.5359708309502,34,-32,0.30598291754723,190,1710452298020,0
95.681640625,95.31510925293,0.01386350464833,-0.00014284322375459,0.8273283450554,5.5359708309502,34,-32,0.31233212351799,206,1710452298036,0
96.21354675293,94.13346862793,0.022264191400884,-8.6947390357362E-6,0.8273283450554,5.5359708309502,34,-32,0.31697192788124,223,1710452298053,0
97.15885925293,92.891929626465,0.03202875538782,5.5243326345964E-5,0.8273283450554,5.5359708309502,34,-32,0.31721612811089,239,1710452298069,0
98.636070251465,91.532554626465,0.043622684038402,0.00016779357777087,0.83614749648941,5.5554694226466,34,-31,0.32673993706703,257,1710452298087,0
100.763671875,90.350914001465,0.056469957375679,0.00022458075118359,0.83614749648941,5.5554694226466,34,-31,0.33943834900856,273,1710452298103,0
102.71419525146,89.464195251465,0.066607847895351,0.00067037891003015,0.8255953924494,5.5739972249078,35,-31,0.34041514992714,289,1710452298119,0
104.25065612793,88.518882751465,0.073572511522192,0.00061193150026433,0.8255953924494,5.5739972249078,35,-31,0.34310135245323,309,1710452298139,0
107.560546875,86.74609375,0.091989370600084,0.00070630123918209,0.8255953924494,5.5739972249078,35,-31,0.34505495429039,326,1710452298156,0
109.74674987793,85.208984375,0.1038477120431,0.00071951400698081,0.8255953924494,5.5739972249078,35,-31,0.34774115681648,340,1710452298170,0
114.65234375,82.136070251465,0.1247906623424,0.00071250027407537,0.80383866771039,5.6100507099625,37,-31,0.35189256072044,375,1710452298205,0
117.48893737793,79.94921875,0.13835784782645,0.00072811734211986,0.81139982292983,5.6294156624402,37,-30,0.35262516140938,390,1710452298220,0
120.68034362793,77.408203125,0.15187845502097,0.00073171057807147,0.79987213582935,5.6467778474544,38,-30,0.36019536852837,409,1710452298239,0
123.22135925293,74.335289001465,0.16454825109634,0.00073409536169572,0.79987213582935,5.6467778474544,38,-30,0.35970696806908,425,1710452298255,0
125.76302337646,70.37565612793,0.17942905543643,0.0007553491029291,0.82581954650784,5.6687093322599,37,-28,0.36043956875801,440,1710452298270,0
128.42253112793,66.71159362793,0.19173614555978,0.00074710520255308,0.82581954650784,5.6687093322599,37,-28,0.35995116829872,458,1710452298288,0
130.60873413086,64.169921875,0.19890893375071,0.00070865175962363,0.82581954650784,5.6687093322599,37,-28,0.36019536852837,475,1710452298305,0
132.736328125,62.220054626465,0.2041812369947,0.00068071358668679,0.84498586246261,5.671586308613,36,-27,0.36654457449913,491,1710452298321,0
135.455078125,60.860679626465,0.20966100489571,0.00066025452735772,0.84498586246261,5.671586308613,36,-27,0.37142857909203,506,1710452298336,0
138.35092163086,59.678386688232,0.21411344069587,0.00063166532842385,0.84498586246261,5.671586308613,36,-27,0.37777781486511,523,1710452298353,0
141.30599975586,58.850914001465,0.21647284578909,0.00061168272133239,0.84498586246261,5.671586308613,36,-27,0.37802201509476,543,1710452298373,0
144.142578125,58.141929626465,0.22012462372155,0.00058990471689087,0.84498586246261,5.671586308613,36,-27,0.3804640173912,558,1710452298388,0
146.56576538086,57.55078125,0.22150487749297,0.00052060357213408,0.85192680612724,5.6919775125894,36,-26,0.38363862037659,575,1710452298405,0
148.515625,57.196617126465,0.22147624461063,0.00048927349880162,0.85192680612724,5.6919775125894,36,-26,0.38559222221375,591,1710452298421,0
149.99349975586,57.078125,0.21941473638314,0.00043190089021435,0.85192680612724,5.6919775125894,36,-26,0.38998782634735,608,1710452298438,0
151.29362487793,57.196617126465,0.21693749025373,0.0003990820597012,0.85192680612724,5.6919775125894,36,-26,0.39658123254776,624,1710452298454,0
151.52995300293,57.373699188232,0.21146354225032,0.00032635572464169,0.85192680612724,5.6919775125894,36,-26,0.40586084127426,641,1710452298471,0
151.6484375,57.491539001465,0.20608704758826,0.00028778782758909,0.85192680612724,5.6919775125894,36,-26,0.42222225666046,658,1710452298488,0
151.52995300293,57.846355438232,0.20030117186645,0.00021879535436654,0.85192680612724,5.6919775125894,36,-26,0.42344325780869,674,1710452298504,0
151.234375,58.496746063232,0.19359469502681,0.00018427894582182,0.85192680612724,5.6919775125894,36,-26,0.42588526010513,691,1710452298521,0
150.93881225586,59.146484375,0.18721701547596,0.00011938371636708,0.85192680612724,5.6919775125894,36,-26,0.42368745803833,708,1710452298538,0
150.76171875,59.619140625,0.18193968885961,9.6701014667951E-5,0.85192680612724,5.6919775125894,36,-26,0.42466425895691,724,1710452298554,0
150.76171875,60.446617126465,0.17652075693913,4.1387858338137E-5,0.85192680612724,5.6919775125894,36,-26,0.42442005872726,741,1710452298571,0
151.52995300293,62.633464813232,0.17138847157879,2.6394796631738E-5,0.85192680612724,5.6919775125894,36,-26,0.42344325780869,757,1710452298587,0
153.06640625,65.29296875,0.16737772759897,-1.7578636246755E-5,0.85192680612724,5.6919775125894,36,-26,0.42271065711975,775,1710452298605,0
154.83920288086,67.833984375,0.16499844708387,-1.6587910265172E-5,0.8650781740987,5.7334037394998,36,-24,0.42393165826797,791,1710452298621,0
156.84896850586,69.84375,0.16393286980119,-3.5044914718938E-5,0.8650781740987,5.7334037394998,36,-24,0.42490845918655,808,1710452298638,0
158.91732788086,71.380210876465,0.16392438969384,-2.8102389467243E-5,0.8650781740987,5.7334037394998,36,-24,0.41855925321579,824,1710452298654,0
161.044921875,73.271484375,0.1635412860061,-3.0625677601962E-5,0.87128529414906,5.7544350495637,36,-23,0.42759466171265,842,1710452298672,0
163.52734375,75.22135925293,0.16451263027892,-2.0491362653453E-5,0.87128529414906,5.7544350495637,36,-23,0.42808306217194,858,1710452298688,0
166.00912475586,77.408203125,0.16533405871982,-1.5639355046708E-5,0.90449206735709,5.7435061997435,34,-22,0.42564105987549,875,1710452298705,0
168.66862487793,79.77214050293,0.16684611728659,-4.7484723605645E-6,0.90449206735709,5.7435061997435,34,-22,0.42393165826797,891,1710452298721,0
171.328125,82.1953125,0.16834499239204,-2.2140657286044E-6,0.90449206735709,5.7435061997435,34,-22,0.42393165826797,908,1710452298738,0
